order_id,order_date,customer_id,product_id,quantity,amount
6239,2025-02-14,C053,P020,5,2356.52
6240,2025-02-11,C009,P007,3,1242.10
6241,2025-02-25,C012,P019,1,88.61
6242,2025-02-03,C001,P005,1,149.78
6243,2025-02-13,C002,P009,4,836.96
6244,2025-02-11,C048,P009,6,681.30
6245,2025-02-14,C040,P005,1,51.79
6246,2025-02-21,C050,P020,1,468.84
6247,2025-02-20,C042,P021,4,1337.83
6248,2025-02-09,C016,P009,5,2795.47
6249,2025-02-03,C036,P001,1,437.53
6250,2025-02-01,C030,P020,8,4199.21
6251,2025-02-19,C013,P023,1,503.64
6252,2025-02-24,C053,P002,2,277.19
6253,2025-02-15,C057,P001,6,1868.11
6254,2025-03-05,C042,P003,3,985.78
6255,2025-03-17,C004,P012,7,1067.04
6256,2025-03-25,C036,P014,6,2656.33
6257,2025-03-04,C008,P006,4,456.10
6258,2025-03-13,C055,P014,3,1070.43
6259,2025-03-16,C025,P006,8,3444.29
6260,2025-03-03,C010,P022,2,502.34
6261,2025-03-01,C015,P012,1,228.28
6262,2025-03-01,C060,P021,5,732.88
6263,2025-03-23,C039,P009,3,1103.09
6264,2025-03-28,C999,P021,8,2624.04
6265,2025-03-06,C048,P023,1,166.10
6266,2025-03-23,C031,P001,8,2956.09
6267,2025-03-05,C045,P004,7,3552.54
6268,2025-03-11,C016,P004,6,3034.50
6269,2025-03-18,C035,P019,5,1531.56
6270,2025-03-24,C038,P004,3,1006.77
6271,2025-03-25,C037,P008,6,867.60
6272,2025-03-10,C052,P020,6,1790.71
6273,2025-03-13,C055,P022,6,2273.25
6274,2025-03-02,C024,P009,2,694.60
6275,2025-03-25,C038,P002,5,1325.01
6276,2025-03-17,C020,P017,3,713.09
6277,2025-03-11,C011,P013,8,890.53
6278,2025-03-20,C039,P024,6,3531.70
6279,2025-03-18,C009,P020,5,474.12
6280,2025-03-16,C001,P022,1,345.30
6281,2025-03-02,C037,P015,7,3289.40
6282,2025-03-09,C052,P010,4,2362.78
6283,2025-03-19,C059,P015,6,1775.27
6284,2025-03-12,C056,P010,8,2212.12
6285,2025-03-14,C014,P014,7,1406.18
6286,2025-03-06,C021,P008,5,860.29
6287,2025-03-15,C022,P002,7,2861.71
6288,2025-03-24,C035,P007,3,1714.77
6289,2025-03-12,C053,P016,5,2803.12
6290,2025-03-25,C001,P010,2,190.55
6291,2025-03-25,C004,P010,8,2930.92
6292,2025-03-08,C056,P003,1,590.07
6293,2025-03-28,C002,P023,2,593.80
6294,2025-03-24,C034,P020,5,2169.13
6295,2025-03-16,C001,P009,1,80.09
6296,2025-03-10,C049,P004,4,527.25
6297,2025-03-01,C008,P022,6,2432.04
6298,2025-03-17,C031,P015,6,283.10
6299,2025-03-25,C015,P011,2,238.96
6300,2025-03-01,C026,P003,8,4681.00
6301,2025-03-16,C059,P022,3,130.75
6302,2025-03-06,C029,P016,4,700.18
6303,2025-03-12,C003,P009,8,305.41
6304,2025-03-27,C034,P010,3,1486.67
6305,2025-03-06,C018,P011,7,2715.11
6306,2025-03-01,C054,P012,3,325.38
6307,2025-03-11,C050,P021,4,2007.88
6308,2025-03-27,C030,P018,5,2912.75
6309,2025-03-08,C015,P015,4,1238.06
6310,2025-03-09,C059,P015,7,4047.22
6311,2025-03-28,C053,P006,3,1159.61
6312,2025-03-08,C011,P017,7,1397.16
6313,2025-03-19,C025,P002,8,2092.15
6314,2025-03-26,C013,P008,4,1274.24
6315,2025-03-20,C052,P016,8,2505.11
6316,2025-03-15,C060,P021,7,720.66
6317,2025-03-05,C056,P001,6,2586.19
6318,2025-03-16,C050,P009,1,126.12
6319,2025-03-18,C007,P019,6,2140.72
6320,2025-03-20,C006,P021,2,1152.65
6321,2025-03-10,C012,P007,8,2494.89
6322,2025-03-28,C006,P001,7,2775.61
6323,2025-03-09,C036,P014,4,339.56
6324,2025-04-04,C031,P002,7,1624.48
6325,2025-04-27,C039,P006,2,102.93
6326,2025-04-24,C027,P015,1,493.62
6327,2025-04-04,C048,P001,1,599.49
6328,2025-04-25,C023,P003,7,422.33
6329,2025-04-21,C045,P003,7,335.62
6330,2025-04-11,C012,P001,4,1359.09
6331,2025-04-20,C007,P002,4,1984.76
6332,2025-04-14,C011,P023,4,753.92
6333,2025-04-18,C028,P019,6,2422.66
6334,2025-04-09,C036,P007,7,3591.31
6335,2025-04-25,C033,P020,5,720.65
6336,2025-04-19,C051,P015,8,889.49
6337,2025-04-07,C052,P009,3,115.92
6338,2025-04-19,C050,P019,4,988.46
6339,2025-04-18,C028,P005,6,2043.75
6340,2025-04-16,C051,P004,7,517.68
6341,2025-04-27,C044,P003,5,1646.44
6342,2025-04-23,C035,P013,8,2529.80
6343,2025-04-09,C047,P011,5,1978.57
6344,2025-04-17,C050,P018,6,3213.19
6345,2025-04-12,C008,P024,2,366.19
6346,2025-04-17,C006,P003,6,3198.12
6347,2025-04-09,C011,P006,2,166.14
6348,2025-04-24,C041,P015,3,1338.26
6349,2025-04-05,C030,P020,6,1284.23
6350,2025-04-28,C049,P012,7,4267.25
6351,2025-04-13,C042,P024,3,1088.60
6352,2025-04-02,C053,P015,1,641.88
6353,2025-04-25,C042,P006,2,766.54
6354,2025-04-11,C044,P007,5,310.14
6355,2025-04-18,C029,P023,1,322.38
6356,2025-04-22,C999,P012,2,351.32
6357,2025-04-28,C028,P012,4,862.05
6358,2025-04-25,C028,P014,7,2835.43
6359,2025-04-10,C029,P013,2,879.18
6360,2025-04-07,C026,P017,6,2377.59
6361,2025-04-22,C018,P004,7,2055.73
6362,2025-04-23,C016,P023,7,3548.36
6363,2025-04-17,C060,P008,6,2512.24
6364,2025-04-06,C023,P006,2,916.78
6365,2025-04-24,C012,P023,4,751.64
6366,2025-04-25,C021,P023,7,814.22
6367,2025-04-08,C001,P019,4,1311.90
6368,2025-04-19,C054,P017,1,222.25
6369,2025-04-27,C028,P011,2,1242.93
6370,2025-04-16,C026,P014,6,2355.18
6371,2025-04-14,C038,P020,4,609.73
6372,2025-04-17,C024,P005,1,609.56
6373,2025-04-07,C055,P018,2,1271.05
6374,2025-04-11,C004,P016,4,1819.79
6375,2025-04-08,C010,P013,2,972.61
6376,2025-04-07,C016,P010,3,822.33
6377,2025-04-03,C024,P012,7,1775.06
6378,2025-04-13,C020,P014,1,489.25
6379,2025-04-09,C037,P009,8,1780.54
6380,2025-04-25,C006,P024,2,934.50
6381,2025-04-22,C056,P004,3,355.94
6382,2025-04-14,C003,P020,4,1830.24
6383,2025-04-11,C031,P021,8,3522.06
6384,2025-04-22,C039,P012,3,1009.40
6385,2025-04-05,C012,P007,2,616.41
6386,2025-04-04,C012,P014,1,139.16
6387,2025-04-28,C054,P016,4,2578.63
6388,2025-04-24,C024,P020,2,328.66
6389,2025-04-07,C031,P022,4,1807.51
6390,2025-04-01,C009,P017,7,260.33
6391,2025-04-05,C054,P001,4,693.93
6392,2025-04-15,C014,P016,7,1845.36
6393,2025-04-06,C046,P004,4,1336.63
6394,2025-04-16,C045,P019,1,308.91
6395,2025-04-07,C033,P012,1,493.80
6396,2025-04-13,C011,P001,4,1891.28
6397,2025-04-03,C035,P012,8,4319.64
6398,2025-04-04,C051,P015,8,2632.08
6399,2025-04-09,C013,P006,3,1599.07
6400,2025-04-19,C045,P010,4,188.87
6401,2025-04-25,C034,P015,8,1744.65
6402,2025-04-12,C025,P008,6,231.95
6403,2025-04-19,C031,P004,8,1572.12
6404,2025-04-21,C054,P003,5,2473.00
6405,2025-04-21,C020,P006,8,1084.68
6406,2025-04-06,C024,P002,6,1327.80
6407,2025-04-05,C041,P023,4,247.55
6408,2025-04-11,C028,P008,1,127.02
6409,2025-04-19,C009,P009,8,797.29
6410,2025-04-19,C041,P014,2,435.81
6411,2025-04-22,C014,P024,5,1249.88
6412,2025-04-18,C046,P024,5,2196.26
6413,2025-04-24,C015,P024,6,2411.77
6414,2025-04-14,C005,P016,2,579.36
6415,2025-04-10,C004,P002,8,1753.28
6416,2025-04-18,C008,P011,6,1096.74
6417,2025-04-26,C031,P019,6,2431.30
6418,2025-04-05,C045,P023,4,1709.79
6419,2025-05-08,C028,P023,3,1268.40
6420,2025-05-25,C001,P006,1,172.38
6421,2025-05-25,C058,P010,3,265.68
6422,2025-05-02,C003,P008,7,294.14
6423,2025-05-16,C009,P007,4,2153.74
6424,2025-05-27,C048,P020,2,499.88
6425,2025-05-01,C005,P012,4,266.02
6426,2025-05-13,C011,P020,8,964.57
6427,2025-05-23,C055,P016,6,1856.01
6428,2025-05-19,C040,P005,8,3418.91
6429,2025-05-16,C024,P002,1,373.90
6430,2025-05-20,C028,P008,1,330.96
6431,2025-05-08,C009,P008,4,420.97
6432,2025-05-24,C054,P017,5,1895.10
6433,2025-05-09,C055,P021,8,774.25
6434,2025-05-23,C029,P021,7,3816.38
6435,2025-05-16,C024,P001,3,112.91
6436,2025-05-22,C052,P009,4,1052.14
6437,2025-05-13,C016,P015,5,1609.84
6438,2025-05-08,C020,P001,5,1391.59
6439,2025-05-25,C047,P023,3,856.58
6440,2025-05-15,C046,P009,2,959.36
6441,2025-05-24,C015,P024,8,1812.90
6442,2025-05-12,C030,P001,1,379.57
6443,2025-05-26,C056,P024,2,500.90
6444,2025-05-06,C056,P023,4,635.47
6445,2025-05-18,C057,P014,3,442.58
6446,2025-05-26,C999,P009,4,2369.50
6447,2025-05-06,C059,P005,5,2951.10
6448,2025-05-02,C018,P018,1,150.53
6449,2025-05-18,C043,P004,3,1281.64
6450,2025-05-16,C039,P001,8,321.67
6451,2025-05-23,C019,P016,4,2277.92
6452,2025-05-17,C008,P010,2,868.98
6453,2025-05-27,C055,P023,3,136.08
6454,2025-05-21,C031,P004,4,2494.21
6455,2025-05-24,C038,P012,5,2254.11
6456,2025-05-16,C030,P004,3,814.36
6457,2025-05-28,C054,P017,2,687.45
6458,2025-05-02,C060,P013,3,212.46
6459,2025-05-17,C999,P009,1,553.64
6460,2025-05-03,C046,P001,4,729.31
6461,2025-05-02,C028,P008,1,499.32
6462,2025-05-05,C057,P010,2,1312.10
6463,2025-05-15,C027,P008,5,1405.87
6464,2025-05-12,C046,P020,3,1510.46
6465,2025-05-04,C021,P021,4,975.69
6466,2025-05-06,C050,P005,2,910.81
6467,2025-05-14,C011,P010,3,1067.27
6468,2025-05-07,C055,P008,6,2165.48
6469,2025-05-27,C041,P021,1,528.07
6470,2025-05-06,C031,P020,7,3654.32
6471,2025-05-20,C015,P019,2,795.43
6472,2025-05-28,C045,P008,8,1856.74
6473,2025-05-09,C035,P012,1,238.10
6474,2025-05-14,C036,P007,6,420.96
6475,2025-05-15,C054,P023,7,1781.02
6476,2025-05-19,C013,P013,2,565.60
6477,2025-05-16,C016,P014,7,3000.13
6478,2025-05-16,C004,P005,4,1703.34
6479,2025-05-22,C045,P008,1,623.23
6480,2025-05-05,C015,P018,7,4158.11
6481,2025-05-28,C037,P012,8,734.87
6482,2025-05-07,C045,P020,2,639.14
6483,2025-05-09,C058,P016,7,879.71
6484,2025-05-20,C999,P023,7,2853.42
6485,2025-05-07,C018,P023,8,4523.14
6486,2025-05-16,C056,P017,4,1820.96
6487,2025-05-05,C037,P011,2,645.32
6488,2025-05-03,C002,P002,2,983.04
6489,2025-05-17,C005,P017,1,489.63
6490,2025-05-14,C040,P010,7,2128.32
6491,2025-05-04,C057,P016,2,708.33
6492,2025-05-07,C042,P023,1,603.55
6493,2025-05-07,C022,P004,3,372.71
6494,2025-05-07,C017,P008,2,1151.64
6495,2025-05-15,C025,P016,3,1314.13
6496,2025-05-22,C041,P002,5,1395.91
6497,2025-05-07,C014,P002,6,1291.24
6498,2025-05-04,C038,P018,3,1634.44
6499,2025-05-24,C042,P004,4,1569.82
6500,2025-05-19,C021,P014,1,244.17
6501,2025-05-08,C040,P020,2,375.14
6502,2025-05-27,C058,P012,2,308.14
6503,2025-05-03,C038,P009,2,422.35
6504,2025-05-14,C012,P007,8,333.79
6505,2025-05-18,C059,P001,3,544.59
6506,2025-05-03,C010,P020,1,554.28
6507,2025-05-01,C053,P016,6,2717.27
6508,2025-05-17,C032,P013,1,394.13
6509,2025-05-10,C031,P020,7,3684.74
6510,2025-05-14,C049,P020,3,1277.00
6511,2025-05-10,C057,P019,2,1244.27
6512,2025-05-23,C026,P023,4,1594.16
6513,2025-05-16,C001,P013,3,758.76
6514,2025-05-04,C059,P001,6,3391.62
6515,2025-06-17,C058,P008,6,2899.37
6516,2025-06-07,C019,P022,6,1007.50
6517,2025-06-12,C999,P009,5,417.18
6518,2025-06-21,C002,P006,8,2306.35
6519,2025-06-21,C053,P023,7,954.79
6520,2025-06-22,C023,P018,1,291.25
6521,2025-06-05,C025,P020,8,5268.66
6522,2025-06-24,C999,P008,3,1137.83
6523,2025-06-01,C041,P021,7,746.63
6524,2025-06-11,C015,P018,1,217.12
6525,2025-06-17,C011,P021,5,1699.15
6526,2025-06-23,C009,P006,3,1942.15
6527,2025-06-13,C055,P004,8,2010.06
6528,2025-06-12,C056,P005,8,3154.77
6529,2025-06-21,C006,P012,7,3625.63
6530,2025-06-03,C059,P006,1,458.76
6531,2025-06-24,C040,P014,3,1694.35
6532,2025-06-14,C059,P021,2,511.41
6533,2025-06-16,C058,P023,4,1362.82
6534,2025-06-16,C012,P006,3,737.96
6535,2025-06-01,C009,P011,8,536.77
6536,2025-06-27,C037,P002,5,439.83
6537,2025-06-28,C024,P021,1,351.14
6538,2025-06-02,C015,P007,8,4645.61
6539,2025-06-08,C021,P024,7,1290.65
6540,2025-06-17,C055,P017,7,2460.88
6541,2025-06-05,C027,P015,2,1056.74
6542,2025-06-14,C003,P015,2,412.89
6543,2025-06-18,C014,P014,6,2047.07
6544,2025-06-14,C027,P004,6,3831.50
6545,2025-06-08,C045,P003,2,391.02
6546,2025-06-26,C051,P011,8,1753.26
6547,2025-06-25,C001,P017,7,2631.73
6548,2025-06-24,C014,P005,5,2413.55
6549,2025-06-25,C055,P024,2,79.07
6550,2025-06-12,C024,P008,8,3720.13
6551,2025-06-13,C026,P013,8,916.05
6552,2025-06-09,C004,P021,4,1463.21
6553,2025-06-15,C003,P018,7,3970.41
6554,2025-06-01,C001,P002,6,2782.52
6555,2025-06-23,C012,P020,5,1148.66
6556,2025-06-21,C051,P010,5,725.50
6557,2025-06-09,C036,P009,6,1019.88
6558,2025-06-03,C047,P014,8,4681.74
6559,2025-06-23,C001,P003,8,4521.10
6560,2025-06-06,C033,P012,1,643.86
6561,2025-06-23,C037,P004,1,647.07
6562,2025-06-27,C045,P023,1,554.25
6563,2025-06-04,C051,P008,3,1165.81
6564,2025-06-15,C036,P007,7,3805.89
6565,2025-06-17,C028,P022,2,840.56
6566,2025-06-24,C005,P014,2,1226.02
6567,2025-06-03,C015,P019,3,339.71
6568,2025-06-26,C010,P007,4,1273.26
6569,2025-06-12,C060,P009,4,1819.15
6570,2025-06-17,C007,P017,4,1617.31
6571,2025-06-11,C009,P016,2,585.16
6572,2025-06-14,C033,P014,2,1270.93
6573,2025-06-21,C041,P002,2,671.67
6574,2025-06-03,C035,P005,4,1250.01
6575,2025-06-20,C039,P020,7,2311.21
6576,2025-06-19,C040,P011,1,594.99
6577,2025-06-06,C021,P009,3,1021.24
6578,2025-06-24,C043,P016,2,236.24
6579,2025-06-05,C027,P001,4,820.59
6580,2025-06-09,C026,P002,6,1506.56
6581,2025-06-22,C045,P019,2,240.87
6582,2025-06-22,C999,P013,7,4350.47
6583,2025-06-19,C021,P022,6,1021.72
6584,2025-06-12,C013,P021,6,449.50
6585,2025-06-20,C034,P016,1,315.34
6586,2025-06-12,C004,P009,6,693.74
6587,2025-06-25,C007,P014,5,1892.57
6588,2025-06-09,C003,P021,1,392.55
6589,2025-06-22,C039,P005,4,646.23
6590,2025-06-02,C011,P015,2,772.44
6591,2025-06-11,C022,P006,4,1385.98
6592,2025-06-15,C001,P002,4,1539.86
6593,2025-06-26,C012,P012,5,800.88
6594,2025-06-27,C037,P007,5,2314.52
